stove_details_name,details_manu,details_web,stove_desc,details_tiers_eff_num,details_tiers_safe_num,details_tiers_co_num,details_tiers_pm_num,details_tiers_dur_num,details_tiers_iwa_ie_num,stove_life,pot_rec,pot_cap,stove_feed,stove_food_common,stove_price,stove_dimensions,stove_weight,stove_dimensions,stove_assembly_materials,iso_co_val,iso_co_sd,iso_co_num,iso_co_date,iso_co_fuel,iso_pm_val,iso_pm_sd,iso_pm_num,iso_pm_date,iso_pm_fuel,iso_eff_char_val,iso_eff_char_sd,iso_eff_char_num,iso_eff_char_date,iso_eff_char_fuel,iso_eff_val,iso_eff_sd,iso_eff_num,iso_eff_date,iso_eff_fuel,iso_safe_val,iso_safe_sd,iso_safe_num,iso_safe_date,iso_safe_fuel,iso_dur_val,iso_dur_sd,iso_dur_num,iso_dur_date,iso_dur_fuel,iwa_co_val,iwa_co_sd,iwa_co_num,iwa_co_date,hp_co_fuel,iwa_pm_val,iwa_pm_sd,iwa_pm_num,iwa_pm_date,hp_pm_fuel,iwa_co_low_val,iwa_co_low_sd,iwa_co_low_num,iwa_co_low_date,lp_co_fuel,iwa_pm_low_val,iwa_pm_low_sd,iwa_pm_low_num,iwa_pm_low_date,lp_pm_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel
Jiko Africa,STAMP Investments Holdings LTD,http://stamp.co.ke,"A biomass (charcoal and briquettes) stove featuring an innovative built-in jacket that can be filled with 2 liters of water, enabling the user to simultaneously boil water to sanitize whilst cooking, and enabling households have safer drinking water.",Not Available,Not Available,Not Available,Not Available,Not Available,,2,Round bottom,10,1.0-15.0,"Rice , Ugali , beans and maize",35.7-35.7,115.0/115.0/110.0,7,115.0/115.0/110.0,"Metal (GI), vermiculite",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Jiko Smart Charcoal,Locally manufactured,nan,"Jiko Smart charcoal stove is aimed at offering fuel efficiency, reducing emissions while maintaining affordability and usability. Manufactured by local stove manufacturers in Kenya and suited for diverse cuisines.",Not Available,Not Available,Not Available,Not Available,Not Available,,5,Both,10,nan,Most Kenyan Cuisine,14.0-17.0,,11,,"Ceramic liner, vermiculite, ceramic clay, metal sheet, iron bars",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Prakti-MFS,Prakti Design,http://praktidesign.com/,"Multi-Fuel portable household stove. Use wood, cow-dung, agricultural waste or a mix of the above.",Not Available,Not Available,Not Available,Not Available,Not Available,,5,Both,10,1.0-16.0,"rice, roti, vegetables/meat sauce",38.0-38.0,235.0/235.0/290.0,6.2,235.0/235.0/290.0,Assembly tools provided with first order.,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Coaxial Combustion System,Energyflex,nan,"The unit basic design has been in operation since 1987. The newly designed unit has been reduced in size to accommodate small families, and has extensions to allow multiple cooking surfaces of various contours, hot water storage, heat exchangers for steam, hot air, and potable water with regulation. The unit extensions can also be used by multiple families, villages, clinics, hospitals, churches, multiple buildings, and other entities. Another extension allows the unit to be fitted to any boiler to produce steam for small scale cleaning and production of electricity. The unit has the capability to produce from 2,000 to 250,000 BTUs/hr in the cooking mode and can be stacked and scaled in three dimensions for larger applications to 2,000,000 BTUs/hr The unit has been tested with approximately 50 types of biomass fuels including forestry, agricultural, and cleansed urban cellulosics. The unit can also use coal, lignite, dung,peat, pellets, and briquettes. The unit is constructed entirely of easily attached and replaceable stainless steels, and unique ceramics to endure temperatures to 3000 degrees Fahrenheit. The unit can be fed with fuel from the front and/or a top loading chute/container(for longer periods of operation). Only cooking surfaces or the outlet to a chimney are exposed to any combustion and the unit is completely surrounded by a heat shield to eliminate exposure to the unit and cools to the ambient temperature. The unit has also been designed for a more stable platform to eliminate tipping and fuel feed jarring. The unit can also be fitted with natural gas, fuel oil, and propane injectors that swing to or away from the unit. The unit does not use any liquids directly inside the combustion section. The unit has a turn down ratio of ten to one in most sizes.",Not Available,Not Available,Not Available,Not Available,Not Available,,35,Other pot type,40,1.0-150.0,"vegetables, meats, soups, breads, smoked foods, fish",220.0-556.0,,,,"All materials are pre-cut at local manufacturer and assembled with wrenches, screwdrivers, and supplied bolts/screws",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Solavore Sport,"Solavore, LLC",http://www.solavore.com/,"The Solavore Sport is a box-type cooker, an oven cavity formed by an exterior shell, an inner lining and insulation between and covered with a clear glazing. As the sun penetrates the glazing, dark colors on the exterior of the pots and on the floor of the inner cavity transform light rays into heat rays. The glazing and insulation hinder the longer heat rays from escaping the oven cavity. The exterior housing is fabricated from high-pressure injection-molded nylon resin, as is the interior collar. Black aluminum is used for the inner liner. Rigid-foam closed-cell insulation and two-layer lid glazing make the Solavore Sport the best-insulated solar oven on the market.",Not Available,Not Available,Not Available,Not Available,Not Available,,25,Flat bottom,4,6.0-12.0,"all types of slow-cooked foods, including baking",229.5,692.0/311.0/431.0,4.1,692.0/311.0/431.0,"twelve components, jigs, common tools",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Super Jumbo Multi Biomass Cooking Stove,Locally manufactured,nan,"Made out of recycled metals consists of galvanized iron and perforated stainless steel for air control and burner. The secondary cylinder acts as insulator. It has a hanging swing type burner for easy reloading of fuel. Fuel is cut 3-4 inches, loaded in the upper opening. It utilizes basically all plant biomass such as wood, scrap plywood, sugarcane stalks, cassava stalks, rice straw briquettes, charcoal, corn cobs, twigs and branches, coconut (shell, leaves, lumber, husks, bamboo, etc.). Because of high kindling temperature, it can utilize freshly cut wood and wet firewoods. The igniters include papers and saw dust moistened with used cooking oil, used engine oil, diesel, kerosene, melted candle waxes, denatured alcohol, and lighter fluid. Very practical for recipies that require lengthy cooking time. The ashes drop automatically in the steel crate and discharge at the opening at the bottom of main cylinder. Portable (10 kgs). You can boil, fry, toast, grill, and many other styles of cooking.",Not Available,Not Available,Not Available,Not Available,Not Available,,,Round bottom,20,20.0-30.0,"rice, meat, fish, veges,",70.0-80.0,400.0/250.0/400.0,,400.0/250.0/400.0,"empty scrap LPG and freon gas containers and galvanised and stainless scrap metals, flat bars",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Unnotho Chulla,Locally manufactured,nan,"The Jalalabad Foundation is marketing & implementing this new stove model in five district of Bangladesh. They have installed 2,000 stoves to date. They hope to install 90,000 stoves in the next two years.",Not Available,Not Available,Not Available,Not Available,Not Available,,76,Other pot type,,5.0-5.0,Any,nan-15.0,,,,"Cement, brick, sand",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
M1-m-G Stove,Montals Engineering,nan,This stove is made of galvanized metal and includes a control valve and safety guide. It is an LPG operated stove.,Not Available,Not Available,Not Available,Not Available,Not Available,,,Both,15,3.0-10.0,Any kind of food,40.0-42.0,,,,"Spanner, screw driver",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
FN stove,Fundación Natura,http://www.natura.org.co/,"The FN is massive cookstove made of bricks, mortar and metallic pieces (mainly griddle and oven) built in situ. It has a combustion chamber in a lied down L- shape made of refractory brick. Its measurements are: height 85 cm, width 90 cm, length 70 cm. It is a multipot cookstove of four-rings for cooking several food at the same time. Its steel oven is suitable for baking and roasting. Cookstove FN also has a chimney made of ceramic located outdoors on the back side of the stove.",Not Available,Not Available,Not Available,Not Available,Not Available,,,Flat bottom,10,1.0-15.0,,300.0-350.0,700.0/900.0/850.0,,700.0/900.0/850.0,"Bricks, refractory bricks, griddle, steel oven, metallic frame, mortar, ceramic pipes (3)",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Hifadhi,Climate Pal/Stelosy,http://climatepal.com/,Ceramic liners and grids surrounded by metal casing,Not Available,Not Available,Not Available,Not Available,Not Available,,5,Both,,nan-6.0,"beans, ugali",nan,,12,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Colombian stove with oven and water heater,,,"Efficient wood burning stove with four burners, oven to keep food warm, water heater to boil and decontaminate water, sliding doors to let air into the combustion chamber, chimney to let out smoke, handles to insulate heat, instructions for cleaning the inside of the stove, and easy installation.",Not Available,Not Available,Not Available,Not Available,Not Available,,10,Flat bottom,5,2.0-8.0,"Soup, rice, lentils, chickpeas, meat, poultry, fish, beans",350.0-450.0,1000.0/1000.0/1000.0,350,1000.0/1000.0/1000.0,"Brick, Refractory Brick, Cement, Sand, Water",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Portico Premium Stove,The Portico Ltd,https://www.facebook.com/porticouganda,"Built from reinforced steel plates and angle lines all cut with precision technology to ensure a robust yet aesthetic appliance. It is sprayed in mustard color with silver streaks on some parts of the body, and includes handles, pot holders, and frames.",Not Available,Not Available,Not Available,Not Available,Not Available,,3,Flat bottom,,8.0-20.0,African foods,33.0-50.0,300.0/300.0/300.0,7,300.0/300.0/300.0,"Steel plates, angle lines, stove liner, cement, sand, insulation material",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
CTG Clean Cookstoves,Compagnie des Techniques Générales Su,nan,,Not Available,Not Available,Not Available,Not Available,Not Available,,,Flat bottom,,150.0-1500.0,"Beans, rice, maize, banana, etc..",nan-0.0,600.0/300.0/800.0,,600.0/300.0/800.0,Steel or bricks,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Inkafogao,"Gamadaric, Lda",nan,"Gamadaric, Lda. is a metallurgical Portuguese company who has been producing medium stamping and welding parts for the market since 2005. One of the niche markets operated by Gamadaric is heating--wood burning stoves and wood cooking stoves. In 2014/15, we began to develop portables wood cookstoves for emerging or underdeveloped countries. The Inkafogao designed to be very simple to use and responsive to the culinary habits of these regions where firewood is used for cooking. The Inkafogao has capacity for two pans, has a 'smoke outlet' incorporated with a cover adjustable for cleaning, and removable legs.",Not Available,Not Available,Not Available,Not Available,Not Available,,6,Both,15,nan,,nan,500.0/720.0/730.0,40,500.0/720.0/730.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
GAMA1506,"Gamadaric, Lda",nan,"Gamadaric, Lda. is a metallurgical Portuguese company who has been producing medium stamping and welding parts for the market since 2005. One of the niche markets operated by Gamadaric is heating--wood burning stoves and wood cooking stoves. In 2014/15, we began to develop portables wood cookstoves for emerging or underdeveloped countries. The GAMA1506 is designed to be very simple to use and easy to transport. The GAMA1506 has capacity for a pan, and fuel requirements are pellets (450 gr/h) or remains of wood.",Not Available,Not Available,Not Available,Not Available,Not Available,,4,Both,15,nan,,nan,300.0/300.0/320.0,5,300.0/300.0/320.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
GAMA1412,"Gamadaric, Lda",nan,"Gamadaric, Lda. is a metallurgical Portuguese company who has been producing medium stamping and welding parts for the market since 2005. One of the niche markets operated by Gamadaric is heating--wood burning stoves and wood cooking stoves. In 2014/15, we began to develop portables wood cookstoves for emerging or underdeveloped countries. The GAMA1412 is designed to be very simple to use and easy to transport, and has capacity for a pan.",Not Available,Not Available,Not Available,Not Available,Not Available,,6,Both,15,nan,,nan,325.0/325.0/246.0,10,325.0/325.0/246.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Adarsh Cook Stove,Adarsh Plant Protect Ltd.,http://www.adarshplant.com/,,Not Available,Not Available,Not Available,Not Available,Not Available,,3,Both,60,4.0-15.0,Any,20.0-30.0,250.0/250.0/295.0,4,250.0/250.0/295.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Dattu Chulah,Shri Ram Dev and Company,www.dattuchulha.in,,Not Available,Not Available,Not Available,Not Available,Not Available,,5,Both,7,2.0-12.0,,50.0-60.0,240.0/240.0/310.0,9,240.0/240.0/310.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Quintas TLUD Gasifier Stove,Quintas,http://quintasenergies.com/,"Quintas Gasifier Stoves have three-layer metal chambers. Innermost is the reactor, made of stainless steel and with a diameter ranging between 3-15 inches. The middle chamber allows forced a air draft to go through the lower primary air inlet and the top secondary air inlet. The third chamber is insulation space for higher gasification efficiency. A fan is attached to the outer chamber for introduction of forced air draft into the stoves. The stoves have forest and agro residue as fuel.",Not Available,Not Available,Not Available,Not Available,Not Available,,4,Both,450,25.0-1000.0,All types of food,200.0-1000.0,,,,Metal fabrication workshop,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
HEERS,Shrinarayan Buildtech Pvt Ltd,http://www.heersstove.com/,HEERS (Hybrid Energy Efficient Rocket Stove) is an institutional stove with the capacity of 200 liter pot. HEERS stoves are in use for cooking of meals for students under Mid Day Meal Programme in India.,Not Available,Not Available,Not Available,Not Available,Not Available,,5,Flat bottom,200,400.0-450.0,,600.0-800.0,800.0/600.0/1100.0,64,800.0/600.0/1100.0,"Laser cut steel plates SS602 and SS310, insulation material, metal handling machines.",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Fogao tio Mario,,,This is an improved micro-gasification stove which works with dry crop residues and produces biochar.,Not Available,Not Available,Not Available,Not Available,Not Available,,2,Both,10,1.0-15.0,"Arroz, cereais, farinha de milho...",60.0-65.0,,2,,Chapas de ferro ou aço.,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Envirofit Pureflame LPG,Envirofit International,http://www.envirofit.org/,"The Pure Flame™ LPG line is Envirofit’s answer to the growing demand for superior LPG cooking solutions. This economic, high quality, gas cooking range offers child-resistant burner controls, as well as an optional ignition actuator for quick and safe lighting. Available in heavy duty stainless steel, or the popular ‘Envirofit Flame Orange’, customers can choose from two or four burner capacity to meet their cooking needs. The Pure Flame’sTM modern design is perfect for use in households or restaurants, keeping the kitchen clean and beautiful. Comes in 2 or 4 burner unit size. Specifications are for 4 burner unit. This model is no longer being manufactured.",Not Available,Not Available,Not Available,Not Available,Not Available,,,,,nan,,nan,510.0/550.0/100.0,3.8,510.0/550.0/100.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Simi Stove,Simi Stove Ltd,https://www.simistove.com/,"Patented, ethanol-gel fueled, portable metal stove",Not Available,Not Available,Not Available,Not Available,Not Available,,3,Both,5,1.0-5.0,"Stews, Curries, Vegetables, Bread",17.0-20.0,180.0/180.0/75.0,0.27,180.0/180.0/75.0,None (by hand),Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Majik-fire,Nenu Engineering Ltd,nan,The majik-fire is a highly efficient charcoal stove for households. It features refractory ceramic liners and a metal clad which is well polished with anti-rust paint.,Not Available,Not Available,Not Available,Not Available,Not Available,,3,Both,20,5.0-7.0,"Rice, beans, fufu, amala",14.0-19.0,250.0/250.0/245.0,6.2,250.0/250.0/245.0,"Drilling machine & drill bit, rivet pins & rivet gun",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
SuperSaver AI Wood (PCS-1),Envirofit International,http://www.envirofit.org/,SuperSaver AI Wood is the first Indian manufactured cook stove by Envirofit India. The stove works on natural draft technology and is a portable model.,Not Available,Not Available,Not Available,Not Available,Not Available,,5,Both,20,5.0-7.0,Any Food,nan-33.0,,5,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
SaverPro Griddle (HM-5000),Envirofit International,http://www.envirofit.org/,Plancha woodstove with even heat distribution,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,24.9,24.9 - 24.9,1,2013,Wood,24.9,24.9 - 24.9,1,2013,Wood
